OrderID,CustomerID,City,Restaurant,Meal,Quantity,OrderValue,PaymentMethod,DeliveryTime(mins),OrderStatus,CustomerName,CustomerGender,CustomerAge,CustomerEmail,LoyaltyTier,CustomerSegment,RestaurantRating,RestaurantBranch,Unit Price,UnitPrice,PackagingType,Delivery Fee,DeliveryFee,DeliveryPersonID,DeliveryPersonRating,DeliveryVehicleType,ReviewComment,RepeatOrder,RefundStatus,SpecialRequest,OrderTime,DayOfWeek,Month,Month2,Year
5528,2936,Ibadan,Kilimanjoro,Efo Riro & Poundo,4,"?14,590.96",Wallet,36,Delivered,Grace Smith,Male,54,grace.smith@hotmail.com,Silver,Student,2,Downtown,"?17,570.00",$17.57,Reusable,?524.00,$2.62,1405,5,Scooter,Late delivery,Yes,Partial,Yes,3:48:39,Wednesday,Jun,6,2022
5530,4840,Abeokuta,Dominos Pizza,Efo Riro & Poundo,2,"?8,268.03",Wallet,88,Delivered,David Bello,Male,36,david.bello@yahoo.com,Gold,Business,4,Downtown,"?16,420.00",$16.42,Bag,?326.00,$1.63,1225,5,Bike,Good service,No,None,No,13:16:59,Wednesday,Jan,1,2024
5548,3567,Enugu,Mr Biggs,Efo Riro & Poundo,3,"?7,506.68",Wallet,32,Delivered,Sophia Taylor,Male,30,sophia.taylor@outlook.com,Gold,Student,2,Mall,"?4,410.00",$4.41,Box,?698.00,$3.49,1994,4,Car,Excellent meal,Yes,Partial,No,6:32:31,Saturday,May,5,2023
5551,2545,Asaba,Chopnownow,Efo Riro & Poundo,1,"?7,846.85",Transfer,27,Delivered,Mary Taylor,Male,33,mary.taylor@yahoo.com,Bronze,Family,1,Main,"?12,660.00",$12.66,Bag,?438.00,$2.19,1839,5,Bike,Good service,No,None,Yes,14:52:46,Sunday,Apr,4,2022
5562,7998,Ibadan,Mr Biggs,Efo Riro & Poundo,4,"?12,808.35",Card,44,Delivered,Grace George,Female,18,grace.george@yahoo.com,Platinum,Working Professional,1,Main,"?5,840.00",$5.84,Eco-friendly,"?1,132.00",$5.66,1523,5,Car,Late delivery,No,None,Yes,10:52:56,Saturday,Oct,10,2023
5569,8557,Port Harcourt,Mr Biggs,Efo Riro & Poundo,3,"?3,630.59",Cash,39,Delivered,Emmanuel Smith,Male,37,emmanuel.smith@gmail.com,Bronze,Family,3,Downtown,"?6,200.00",$6.20,Reusable,?508.00,$2.54,1528,3,Bike,Good service,Yes,Full,Yes,18:49:20,Thursday,Jun,6,2023
5571,9433,Abuja,Kilimanjoro,Efo Riro & Poundo,4,"?11,369.77",Transfer,88,Delivered,Daniel Bello,Female,57,daniel.bello@hotmail.com,Bronze,Student,3,Airport,"?9,550.00",$9.55,Bag,"?1,246.00",$6.23,1945,4,Bike,Average experience,Yes,None,Yes,18:32:29,Friday,Jan,1,2024
5572,6682,Abeokuta,The Place,Efo Riro & Poundo,1,"?4,648.53",Card,80,Delivered,Michael George,Female,51,michael.george@hotmail.com,Silver,Family,4,Main,"?3,840.00",$3.84,Box,"?1,358.00",$6.79,1079,3,Scooter,Not satisfied,Yes,Full,Yes,8:27:15,Monday,Jul,7,2023
5580,9119,Enugu,Dominos Pizza,Efo Riro & Poundo,2,"?5,336.33",Transfer,41,Delivered,Aisha Adeyemi,Male,44,aisha.adeyemi@outlook.com,Bronze,Family,2,Main,"?20,280.00",$20.28,Box,?930.00,$4.65,1321,3,Bike,Excellent meal,No,Full,Yes,2:05:05,Saturday,Nov,11,2022
5582,5920,Benin City,Kilimanjaro,Efo Riro & Poundo,3,"?3,576.07",Cash,88,Delivered,Mary Smith,Female,39,mary.smith@yahoo.com,Bronze,Family,1,Downtown,"?21,600.00",$21.60,Box,?656.00,$3.28,1549,5,Bike,Excellent meal,No,Partial,No,16:13:35,Sunday,Mar,3,2023
5584,7495,Lagos,Sweet Sensation,Efo Riro & Poundo,2,"?3,268.36",Card,65,Delivered,John Smith,Female,42,john.smith@yahoo.com,Silver,Business,3,Airport,"?7,620.00",$7.62,Box,"?1,296.00",$6.48,1268,2,Scooter,Average experience,No,Partial,No,17:23:21,Monday,Nov,11,2024
5589,2016,Uyo,Dominos Pizza,Efo Riro & Poundo,4,"?13,342.16",Wallet,63,Delivered,Emmanuel Williams,Female,46,emmanuel.williams@hotmail.com,Bronze,Family,4,Main,"?10,400.00",$10.40,Box,"?1,086.00",$5.43,1882,5,Car,Late delivery,Yes,Partial,No,3:12:14,Monday,Jan,1,2024
5596,9371,Enugu,The Place,Efo Riro & Poundo,2,"?14,144.15",Wallet,13,Delivered,Sarah George,Female,59,sarah.george@gmail.com,Silver,Student,4,Main,"?3,190.00",$3.19,Box,?738.00,$3.69,1993,5,Car,Excellent meal,Yes,Partial,Yes,6:44:58,Tuesday,May,5,2023
5602,9646,Port Harcourt,Mr Biggs,Efo Riro & Poundo,4,"?3,865.01",Transfer,57,Delivered,Mary Adeyemi,Female,25,mary.adeyemi@yahoo.com,Bronze,Family,3,Main,"?3,730.00",$3.73,Eco-friendly,?686.00,$3.43,1178,5,Bike,Good service,No,Partial,Yes,2:22:40,Saturday,Jun,6,2022
5615,2565,Uyo,Chopnownow,Efo Riro & Poundo,3,"?12,141.42",Card,84,Pending,David Adeyemi,Female,58,david.adeyemi@yahoo.com,Gold,Student,3,Downtown,"?13,520.00",$13.52,Box,?900.00,$4.50,1582,1,Bike,Good service,Yes,None,Yes,7:34:05,Tuesday,Jul,7,2023
5619,9368,Lagos,Kilimanjoro,Efo Riro & Poundo,1,"?2,306.35",Transfer,24,Cancelled,Daniel Okoro,Female,45,daniel.okoro@hotmail.com,Gold,Business,5,Downtown,"?21,420.00",$21.42,Box,?390.00,$1.95,1046,4,Car,Good service,No,Full,Yes,7:33:31,Friday,Oct,10,2022
5628,5957,Abuja,Dominos Pizza,Efo Riro & Poundo,1,"?5,876.42",Transfer,81,Delivered,Daniel Taylor,Female,21,daniel.taylor@yahoo.com,Gold,Business,5,Downtown,"?17,020.00",$17.02,Eco-friendly,?618.00,$3.09,1378,3,Scooter,Average experience,Yes,Partial,No,9:06:25,Monday,Feb,2,2022
5643,2131,Uyo,Kilimanjaro,Efo Riro & Poundo,4,"?5,052.65",Cash,51,Delivered,David George,Female,31,david.george@hotmail.com,Bronze,Family,5,Mall,"?13,900.00",$13.90,Box,"?1,252.00",$6.26,1347,5,Car,Late delivery,Yes,Partial,No,16:51:41,Tuesday,May,5,2023
5647,7022,Lagos,Coldstone,Efo Riro & Poundo,1,"?13,962.97",Cash,87,Pending,John Adeyemi,Female,36,john.adeyemi@outlook.com,Gold,Working Professional,3,Mall,"?20,110.00",$20.11,Bag,?468.00,$2.34,1404,5,Scooter,Late delivery,No,None,Yes,10:21:36,Monday,Jul,7,2024
5650,8318,Lagos,Chicken Republic,Efo Riro & Poundo,4,"?8,305.64",Wallet,66,Delivered,Mary Taylor,Female,35,mary.taylor@gmail.com,Bronze,Business,5,Main,"?18,310.00",$18.31,Bag,"?1,186.00",$5.93,1574,4,Scooter,Not satisfied,No,Partial,Yes,18:12:48,Wednesday,Aug,8,2023
5655,6636,Lagos,Coldstone,Efo Riro & Poundo,4,"?7,630.26",Cash,20,Delivered,Michael Bello,Female,54,michael.bello@gmail.com,Silver,Family,3,Mall,"?20,280.00",$20.28,Bag,?596.00,$2.98,1384,3,Bike,Not satisfied,Yes,Partial,Yes,9:28:38,Wednesday,Dec,12,2023
5660,6481,Uyo,Chopnownow,Efo Riro & Poundo,4,"?14,202.79",Wallet,51,Delivered,Michael Brown,Female,50,michael.brown@hotmail.com,Platinum,Business,3,Airport,"?10,980.00",$10.98,Reusable,?602.00,$3.01,1107,5,Scooter,Average experience,Yes,Partial,No,11:51:52,Sunday,Apr,4,2023
5668,2876,Lagos,Chicken Republic,Efo Riro & Poundo,3,"?10,754.09",Cash,31,Cancelled,Daniel Adeyemi,Male,36,daniel.adeyemi@yahoo.com,Gold,Family,2,Mall,"?9,480.00",$9.48,Bag,?322.00,$1.61,1205,1,Scooter,Good service,Yes,Full,Yes,7:10:50,Friday,Jan,1,2024
5676,7380,Abuja,Chicken Republic,Efo Riro & Poundo,3,"?2,028.05",Cash,44,Pending,Aisha Okoro,Male,47,aisha.okoro@yahoo.com,Platinum,Business,5,Main,"?9,920.00",$9.92,Reusable,?314.00,$1.57,1184,4,Car,Excellent meal,Yes,Full,Yes,6:17:45,Wednesday,Aug,8,2023
5702,2388,Asaba,Chicken Republic,Efo Riro & Poundo,2,"?10,305.30",Wallet,58,Pending,Sarah Okoro,Female,35,sarah.okoro@yahoo.com,Silver,Business,2,Main,"?7,590.00",$7.59,Bag,"?1,268.00",$6.34,1269,1,Bike,Not satisfied,Yes,None,No,11:05:41,Saturday,Oct,10,2023
5703,3415,Ibadan,Chicken Republic,Efo Riro & Poundo,1,"?2,421.74",Wallet,37,Cancelled,Grace Ali,Male,57,grace.ali@outlook.com,Bronze,Working Professional,1,Main,"?17,120.00",$17.12,Bag,?278.00,$1.39,1834,4,Scooter,Not satisfied,Yes,Partial,No,14:02:38,Tuesday,May,5,2024
5706,8242,Benin City,Dominos Pizza,Efo Riro & Poundo,4,"?4,722.08",Wallet,11,Delivered,David Ali,Female,21,david.ali@gmail.com,Bronze,Student,1,Main,"?3,890.00",$3.89,Bag,?950.00,$4.75,1786,3,Bike,Excellent meal,Yes,Full,Yes,5:19:07,Wednesday,Nov,11,2024
5716,1654,Benin City,Kilimanjoro,Efo Riro & Poundo,3,"?7,930.59",Cash,37,Delivered,David Smith,Male,58,david.smith@hotmail.com,Bronze,Business,1,Airport,"?22,920.00",$22.92,Box,?740.00,$3.70,1642,5,Bike,Average experience,Yes,None,Yes,5:59:54,Friday,Mar,3,2023
5732,5196,Ibadan,Mr Biggs,Efo Riro & Poundo,4,"?10,335.18",Transfer,73,Delivered,John Williams,Male,20,john.williams@yahoo.com,Platinum,Family,1,Main,"?19,150.00",$19.15,Bag,"?1,118.00",$5.59,1106,1,Bike,Not satisfied,No,Partial,No,17:34:13,Tuesday,Apr,4,2023
5739,5200,Benin City,Kilimanjoro,Efo Riro & Poundo,4,"?5,570.38",Transfer,35,Delivered,Aisha Williams,Female,44,aisha.williams@gmail.com,Platinum,Family,5,Airport,"?23,460.00",$23.46,Box,"?1,290.00",$6.45,1340,5,Bike,Average experience,No,None,Yes,18:37:31,Wednesday,Dec,12,2023
5760,7437,Abeokuta,Sweet Sensation,Efo Riro & Poundo,3,"?10,853.29",Wallet,16,Delivered,Sarah George,Female,51,sarah.george@yahoo.com,Gold,Working Professional,1,Airport,"?9,920.00",$9.92,Box,?540.00,$2.70,1770,4,Car,Average experience,Yes,Partial,No,13:33:28,Sunday,Aug,8,2023
5761,2173,Enugu,Dominos Pizza,Efo Riro & Poundo,1,"?3,878.68",Card,38,Delivered,Grace Williams,Female,47,grace.williams@gmail.com,Silver,Business,1,Airport,"?23,220.00",$23.22,Box,?806.00,$4.03,1078,5,Car,Average experience,Yes,Full,No,18:53:31,Sunday,Jun,6,2024
5764,3262,Port Harcourt,Kilimanjaro,Efo Riro & Poundo,1,"?4,757.48",Cash,15,Delivered,Sarah Brown,Male,57,sarah.brown@yahoo.com,Bronze,Family,4,Mall,"?15,610.00",$15.61,Bag,?342.00,$1.71,1378,5,Bike,Good service,Yes,Full,No,3:28:50,Wednesday,Sep,9,2024
5768,3429,Enugu,Kilimanjaro,Efo Riro & Poundo,1,"?11,948.94",Wallet,51,Delivered,David George,Male,41,david.george@outlook.com,Bronze,Family,1,Main,"?6,670.00",$6.67,Reusable,?868.00,$4.34,1225,4,Bike,Excellent meal,Yes,None,No,5:33:48,Friday,Dec,12,2024
5769,6287,Lagos,Dominos Pizza,Efo Riro & Poundo,4,"?9,590.00",Card,72,Delivered,David Adeyemi,Male,54,david.adeyemi@hotmail.com,Silver,Family,2,Downtown,"?24,530.00",$24.53,Eco-friendly,?686.00,$3.43,1194,1,Bike,Average experience,No,Full,Yes,17:09:20,Tuesday,Oct,10,2024
5771,6930,Benin City,Kilimanjaro,Efo Riro & Poundo,3,"?11,981.03",Card,11,Delivered,Daniel Okoro,Female,35,daniel.okoro@yahoo.com,Platinum,Family,5,Main,"?16,030.00",$16.03,Eco-friendly,?446.00,$2.23,1206,3,Bike,Late delivery,No,None,Yes,7:11:00,Wednesday,Aug,8,2024
5773,5784,Abeokuta,Chopnownow,Efo Riro & Poundo,4,"?3,371.25",Wallet,83,Delivered,Daniel Ali,Male,57,daniel.ali@hotmail.com,Silver,Student,2,Main,"?5,610.00",$5.61,Bag,"?1,400.00",$7.00,1373,1,Scooter,Good service,No,None,Yes,22:58:43,Sunday,Sep,9,2024
5781,4491,Benin City,Chicken Republic,Efo Riro & Poundo,2,"?10,348.84",Transfer,70,Failed,John Okoro,Male,26,john.okoro@gmail.com,Silver,Working Professional,3,Downtown,"?6,110.00",$6.11,Bag,?370.00,$1.85,1843,5,Car,Not satisfied,Yes,Partial,Yes,13:03:52,Friday,May,5,2024
5787,7960,Uyo,Kilimanjaro,Efo Riro & Poundo,1,"?13,972.53",Cash,41,Cancelled,Emmanuel Bello,Female,32,emmanuel.bello@yahoo.com,Gold,Student,1,Main,"?20,190.00",$20.19,Reusable,"?1,236.00",$6.18,1013,2,Bike,Excellent meal,No,None,Yes,1:39:29,Tuesday,Dec,12,2022
5818,1452,Ibadan,The Place,Efo Riro & Poundo,2,"?10,902.04",Cash,13,Delivered,John George,Male,33,john.george@outlook.com,Platinum,Business,3,Downtown,"?22,920.00",$22.92,Reusable,?602.00,$3.01,1708,3,Car,Excellent meal,No,Partial,No,4:18:51,Thursday,Sep,9,2022
5820,2381,Asaba,Chicken Republic,Efo Riro & Poundo,2,"?13,842.91",Card,28,Delivered,Grace Bello,Female,58,grace.bello@hotmail.com,Gold,Student,3,Airport,"?8,640.00",$8.64,Bag,?666.00,$3.33,1406,4,Scooter,Not satisfied,No,Full,Yes,19:00:38,Thursday,Feb,2,2024
5825,7747,Asaba,Kilimanjaro,Efo Riro & Poundo,2,"?12,123.03",Wallet,45,Delivered,Aisha Taylor,Male,21,aisha.taylor@gmail.com,Silver,Family,3,Mall,"?12,760.00",$12.76,Eco-friendly,"?1,346.00",$6.73,1910,5,Car,Average experience,Yes,None,No,17:23:14,Thursday,May,5,2024
5839,6111,Asaba,Chicken Republic,Efo Riro & Poundo,3,"?14,043.12",Wallet,45,Delivered,Emmanuel Williams,Male,25,emmanuel.williams@outlook.com,Silver,Working Professional,4,Mall,"?6,110.00",$6.11,Bag,"?1,042.00",$5.21,1540,1,Bike,Not satisfied,No,None,Yes,23:17:39,Monday,Aug,8,2024
5860,2407,Port Harcourt,Kilimanjaro,Efo Riro & Poundo,1,"?8,309.55",Wallet,31,Pending,Michael Williams,Male,19,michael.williams@gmail.com,Platinum,Family,2,Main,"?15,390.00",$15.39,Eco-friendly,"?1,394.00",$6.97,1725,2,Scooter,Not satisfied,No,Full,No,12:35:51,Saturday,Dec,12,2022
5873,6303,Abuja,Mr Biggs,Efo Riro & Poundo,2,"?5,179.40",Cash,13,Delivered,Emmanuel Williams,Female,21,emmanuel.williams@gmail.com,Gold,Business,3,Main,"?15,570.00",$15.57,Reusable,?878.00,$4.39,1065,4,Car,Good service,No,Partial,No,23:43:07,Saturday,Apr,4,2023
5879,3248,Benin City,Coldstone,Efo Riro & Poundo,2,"?4,051.91",Cash,67,Delivered,Michael Williams,Female,44,michael.williams@hotmail.com,Bronze,Student,1,Main,"?15,190.00",$15.19,Eco-friendly,?348.00,$1.74,1590,3,Scooter,Good service,No,Full,No,17:58:47,Tuesday,Mar,3,2024
5889,9449,Benin City,Kilimanjoro,Efo Riro & Poundo,3,"?13,773.28",Cash,88,Delivered,Aisha George,Male,20,aisha.george@gmail.com,Bronze,Working Professional,5,Airport,"?19,260.00",$19.26,Reusable,?732.00,$3.66,1729,2,Car,Good service,No,Full,No,12:58:21,Thursday,Jun,6,2022
5895,9134,Asaba,Kilimanjoro,Efo Riro & Poundo,3,"?12,261.21",Card,22,Delivered,John Williams,Female,36,john.williams@hotmail.com,Platinum,Student,4,Downtown,"?5,030.00",$5.03,Box,?606.00,$3.03,1952,5,Bike,Not satisfied,Yes,None,No,11:16:25,Monday,Jun,6,2022
5904,3775,Uyo,Mr Biggs,Efo Riro & Poundo,1,"?11,671.57",Cash,58,Delivered,Mary Adeyemi,Male,26,mary.adeyemi@yahoo.com,Bronze,Working Professional,1,Main,"?3,300.00",$3.30,Box,?742.00,$3.71,1762,1,Scooter,Average experience,No,Partial,No,17:57:03,Thursday,Jul,7,2024
5917,6398,Benin City,Chopnownow,Efo Riro & Poundo,4,"?5,145.63",Cash,57,Delivered,Mary Okoro,Male,24,mary.okoro@hotmail.com,Bronze,Business,3,Mall,"?8,360.00",$8.36,Eco-friendly,"?1,252.00",$6.26,1078,3,Bike,Late delivery,No,Full,No,10:01:49,Thursday,Jun,6,2024
5962,5911,Abuja,Chopnownow,Efo Riro & Poundo,3,"?14,737.26",Transfer,15,Delivered,Grace Smith,Male,45,grace.smith@gmail.com,Bronze,Business,3,Airport,"?14,890.00",$14.89,Box,"?1,298.00",$6.49,1558,1,Bike,Excellent meal,No,Full,Yes,10:38:33,Sunday,May,5,2022
5981,7130,Uyo,Chopnownow,Efo Riro & Poundo,4,"?13,187.86",Transfer,23,Delivered,Aisha Adeyemi,Female,48,aisha.adeyemi@hotmail.com,Silver,Student,2,Airport,"?4,460.00",$4.46,Eco-friendly,"?1,138.00",$5.69,1740,5,Scooter,Late delivery,No,Full,No,14:39:25,Saturday,Oct,10,2024
5982,8419,Enugu,Mr Biggs,Efo Riro & Poundo,3,"?5,834.37",Transfer,38,Cancelled,Daniel Bello,Female,53,daniel.bello@outlook.com,Gold,Business,3,Main,"?23,030.00",$23.03,Box,?612.00,$3.06,1840,5,Bike,Excellent meal,Yes,Full,Yes,6:23:55,Friday,Jul,7,2023
5989,9061,Enugu,Chicken Republic,Efo Riro & Poundo,2,"?14,502.32",Cash,44,Delivered,Emmanuel Brown,Male,46,emmanuel.brown@outlook.com,Platinum,Student,2,Airport,"?16,040.00",$16.04,Box,"?1,296.00",$6.48,1346,2,Car,Average experience,Yes,Partial,Yes,18:45:15,Saturday,Aug,8,2024
5992,2101,Port Harcourt,Sweet Sensation,Efo Riro & Poundo,2,"?10,540.45",Card,39,Delivered,Sophia Bello,Male,56,sophia.bello@hotmail.com,Bronze,Working Professional,4,Mall,"?22,070.00",$22.07,Box,?214.00,$1.07,1870,2,Car,Excellent meal,No,Full,No,1:56:01,Friday,Nov,11,2023
5995,9177,Lagos,Kilimanjaro,Efo Riro & Poundo,3,"?11,537.44",Transfer,28,Delivered,Daniel Ali,Female,26,daniel.ali@hotmail.com,Platinum,Business,1,Downtown,"?23,430.00",$23.43,Box,"?1,246.00",$6.23,1552,5,Bike,Good service,No,None,No,11:28:05,Friday,Jun,6,2022
6002,9879,Port Harcourt,Chopnownow,Efo Riro & Poundo,2,"?6,086.12",Cash,68,Delivered,Mary Smith,Male,50,mary.smith@yahoo.com,Silver,Business,5,Main,"?23,210.00",$23.21,Box,?504.00,$2.52,1892,4,Scooter,Excellent meal,No,Partial,No,6:55:53,Saturday,Dec,12,2023
6003,5752,Uyo,Coldstone,Efo Riro & Poundo,3,"?3,522.36",Transfer,32,Delivered,Sophia Taylor,Male,41,sophia.taylor@gmail.com,Platinum,Family,2,Mall,"?4,290.00",$4.29,Bag,"?1,302.00",$6.51,1946,3,Scooter,Good service,Yes,None,No,12:01:16,Tuesday,Apr,4,2024
6009,6171,Enugu,Dominos Pizza,Efo Riro & Poundo,1,"?10,041.83",Transfer,37,Delivered,John Williams,Female,54,john.williams@hotmail.com,Silver,Working Professional,5,Downtown,"?9,030.00",$9.03,Eco-friendly,?802.00,$4.01,1030,1,Bike,Good service,Yes,Partial,Yes,8:20:43,Monday,May,5,2024
6021,7763,Abeokuta,Kilimanjaro,Efo Riro & Poundo,3,"?7,173.97",Wallet,52,Delivered,Mary Adeyemi,Female,39,mary.adeyemi@outlook.com,Bronze,Student,5,Mall,"?22,370.00",$22.37,Bag,?238.00,$1.19,1891,4,Scooter,Late delivery,No,None,No,21:22:43,Tuesday,Feb,2,2022
6032,9257,Ibadan,Chopnownow,Efo Riro & Poundo,2,"?3,980.11",Wallet,47,Delivered,Michael Brown,Male,24,michael.brown@outlook.com,Gold,Family,1,Airport,"?23,960.00",$23.96,Bag,"?1,158.00",$5.79,1443,2,Scooter,Late delivery,Yes,Partial,Yes,22:50:17,Friday,May,5,2023
6036,3443,Enugu,Coldstone,Efo Riro & Poundo,3,"?11,681.73",Wallet,34,Delivered,Sophia Smith,Female,49,sophia.smith@outlook.com,Gold,Family,3,Mall,"?15,750.00",$15.75,Bag,"?1,166.00",$5.83,1702,2,Scooter,Good service,No,None,No,3:58:49,Friday,Apr,4,2023
6041,2548,Benin City,Sweet Sensation,Efo Riro & Poundo,2,"?4,648.44",Card,40,Delivered,John Smith,Female,56,john.smith@hotmail.com,Silver,Business,5,Airport,"?7,770.00",$7.77,Reusable,?616.00,$3.08,1085,4,Scooter,Late delivery,Yes,Full,Yes,23:16:28,Thursday,May,5,2024
6054,3886,Ibadan,Chopnownow,Efo Riro & Poundo,2,"?7,793.02",Wallet,17,Delivered,Michael Williams,Male,25,michael.williams@outlook.com,Silver,Student,5,Airport,"?14,940.00",$14.94,Box,?542.00,$2.71,1412,3,Car,Good service,No,Partial,No,3:35:09,Saturday,May,5,2024
6058,8746,Enugu,Mr Biggs,Efo Riro & Poundo,4,"?9,877.14",Wallet,66,Delivered,Daniel Ali,Male,40,daniel.ali@outlook.com,Gold,Working Professional,3,Mall,"?7,430.00",$7.43,Reusable,?302.00,$1.51,1372,3,Car,Average experience,Yes,Full,Yes,13:40:52,Friday,May,5,2024
6069,7539,Uyo,Sweet Sensation,Efo Riro & Poundo,2,"?3,513.24",Wallet,41,Delivered,Aisha George,Female,40,aisha.george@yahoo.com,Silver,Business,1,Mall,"?6,310.00",$6.31,Reusable,"?1,290.00",$6.45,1601,2,Bike,Average experience,Yes,None,Yes,23:04:07,Tuesday,Nov,11,2023
6083,9240,Uyo,Coldstone,Efo Riro & Poundo,4,"?11,550.85",Transfer,30,Delivered,Sophia Smith,Male,20,sophia.smith@gmail.com,Gold,Business,5,Downtown,"?11,510.00",$11.51,Box,"?1,380.00",$6.90,1823,5,Bike,Average experience,No,Partial,Yes,12:33:06,Wednesday,Jan,1,2023
6084,6408,Port Harcourt,Chicken Republic,Efo Riro & Poundo,1,"?6,510.75",Cash,26,Delivered,Sophia Brown,Female,50,sophia.brown@yahoo.com,Silver,Student,1,Downtown,"?14,540.00",$14.54,Eco-friendly,"?1,114.00",$5.57,1093,5,Scooter,Late delivery,Yes,Partial,Yes,0:32:53,Thursday,May,5,2023
6086,8406,Abuja,Chicken Republic,Efo Riro & Poundo,1,"?13,811.45",Card,48,Delivered,Sarah Adeyemi,Male,45,sarah.adeyemi@hotmail.com,Gold,Student,5,Mall,"?14,210.00",$14.21,Bag,"?1,088.00",$5.44,1610,5,Bike,Good service,Yes,None,Yes,16:24:08,Thursday,Sep,9,2023
6103,3790,Port Harcourt,Kilimanjaro,Efo Riro & Poundo,3,"?6,905.96",Card,81,Delivered,Sophia Brown,Male,34,sophia.brown@gmail.com,Gold,Business,3,Main,"?24,610.00",$24.61,Bag,"?1,196.00",$5.98,1028,3,Car,Late delivery,No,None,No,9:26:14,Saturday,Apr,4,2022
6112,4258,Asaba,Kilimanjaro,Efo Riro & Poundo,1,"?2,126.37",Cash,34,Delivered,Grace Adeyemi,Female,52,grace.adeyemi@outlook.com,Platinum,Working Professional,4,Downtown,"?20,170.00",$20.17,Box,?784.00,$3.92,1122,1,Scooter,Not satisfied,Yes,Full,No,12:39:49,Monday,Nov,11,2023
6134,6322,Port Harcourt,Chopnownow,Efo Riro & Poundo,3,"?13,392.11",Wallet,36,Delivered,Sarah Ali,Male,28,sarah.ali@yahoo.com,Silver,Working Professional,2,Downtown,"?15,320.00",$15.32,Reusable,"?1,248.00",$6.24,1506,4,Bike,Good service,No,Partial,Yes,23:03:58,Saturday,Nov,11,2024
6142,9638,Benin City,Kilimanjoro,Efo Riro & Poundo,2,"?14,586.85",Card,39,Delivered,Sophia Smith,Male,18,sophia.smith@gmail.com,Platinum,Business,1,Downtown,"?24,650.00",$24.65,Box,?852.00,$4.26,1811,3,Car,Good service,No,Full,Yes,6:14:13,Tuesday,Sep,9,2022
6155,3824,Abuja,Mr Biggs,Efo Riro & Poundo,3,"?8,893.89",Transfer,48,Delivered,Michael Johnson,Male,58,michael.johnson@gmail.com,Platinum,Student,4,Mall,"?10,420.00",$10.42,Eco-friendly,?712.00,$3.56,1958,2,Bike,Excellent meal,Yes,Partial,No,13:11:27,Monday,Feb,2,2023
6185,5453,Asaba,Sweet Sensation,Efo Riro & Poundo,3,"?14,508.25",Wallet,32,Delivered,Emmanuel Adeyemi,Male,55,emmanuel.adeyemi@gmail.com,Bronze,Family,1,Downtown,"?18,710.00",$18.71,Reusable,?672.00,$3.36,1931,1,Car,Late delivery,No,Partial,No,0:47:43,Wednesday,May,5,2022
6211,6192,Benin City,Kilimanjoro,Efo Riro & Poundo,1,"?2,017.59",Wallet,37,Delivered,Daniel Bello,Female,24,daniel.bello@gmail.com,Bronze,Working Professional,1,Airport,"?14,700.00",$14.70,Reusable,"?1,214.00",$6.07,1150,3,Car,Average experience,No,Full,Yes,7:20:09,Friday,Sep,9,2023
6232,9505,Enugu,Sweet Sensation,Efo Riro & Poundo,4,"?12,044.09",Card,62,Pending,Mary Ali,Male,28,mary.ali@outlook.com,Platinum,Student,3,Mall,"?13,360.00",$13.36,Reusable,?934.00,$4.67,1595,5,Car,Good service,No,Full,Yes,6:08:48,Thursday,Mar,3,2023
6235,3251,Lagos,Chopnownow,Efo Riro & Poundo,2,"?13,523.49",Cash,87,Delivered,Sophia Okoro,Male,41,sophia.okoro@gmail.com,Bronze,Working Professional,2,Downtown,"?23,900.00",$23.90,Bag,"?1,328.00",$6.64,1913,2,Bike,Late delivery,No,None,No,15:47:38,Sunday,May,5,2024
6286,8965,Enugu,Chopnownow,Efo Riro & Poundo,3,"?9,654.22",Cash,69,Delivered,John Bello,Female,58,john.bello@yahoo.com,Gold,Business,4,Downtown,"?9,050.00",$9.05,Bag,?834.00,$4.17,1305,3,Bike,Excellent meal,No,Full,Yes,11:51:08,Saturday,Nov,11,2022
6302,8848,Lagos,Mr Biggs,Efo Riro & Poundo,1,"?10,786.85",Cash,26,Delivered,Grace Johnson,Female,57,grace.johnson@hotmail.com,Gold,Business,3,Main,"?3,280.00",$3.28,Eco-friendly,?996.00,$4.98,1963,3,Car,Good service,Yes,Partial,Yes,3:53:13,Thursday,Oct,10,2022
6306,3431,Abuja,Sweet Sensation,Efo Riro & Poundo,4,"?2,386.26",Transfer,66,Delivered,Sarah Smith,Male,46,sarah.smith@gmail.com,Bronze,Business,5,Mall,"?16,310.00",$16.31,Bag,?586.00,$2.93,1039,2,Scooter,Excellent meal,Yes,Full,No,21:11:01,Tuesday,Sep,9,2024
6313,8503,Enugu,Sweet Sensation,Efo Riro & Poundo,4,"?5,892.17",Cash,62,Delivered,John Williams,Male,32,john.williams@gmail.com,Gold,Business,5,Main,"?10,870.00",$10.87,Bag,?420.00,$2.10,1920,1,Bike,Average experience,No,Full,No,12:05:51,Monday,Dec,12,2022
6348,5195,Abeokuta,Mr Biggs,Efo Riro & Poundo,3,"?3,684.65",Card,38,Delivered,Mary Adeyemi,Male,26,mary.adeyemi@outlook.com,Silver,Student,4,Downtown,"?23,320.00",$23.32,Reusable,?242.00,$1.21,1891,3,Scooter,Good service,No,Partial,No,20:58:19,Sunday,Aug,8,2023
